"respid","hCountry","countrycode","Q9_ees_numeric","lrgen_selfdescription","econ_interven","redistribution","sociallifestyle","civlib_laworder","immigrate_policy_reversed","environment","immigrate_policy","econ_interven_factor","environment_factor","redistribution_factor","civlib_laworder_factor","immigrate_policy_factor","sociallifestyle_factor","prediction_lm_lrgen1","prediction_lm_lrgen2","prediction_polr_lrgen1","prediction_polr_lrgen2","prediction_rf_lrgen1","prediction_rf_lrgen2","prediction_rf_lrgen2_unrounded","prediction_lm_lrecon1","prediction_polr_lrecon1","prediction_rf_lrecon1","prediction_rf_lrecon2","prediction_rf_lrecon2_unrounded","prediction_lm_galtan1","prediction_polr_galtan1","prediction_rf_galtan1","prediction_rf_galtan2","prediction_rf_galtan2_unrounded"
"19791","2","1056",1056522,7,5,3,1,6,6,3,4,"5","3","3","6","4","1",4,5,4,5,5,4,4.41896808693541,4,4,5,5,4.57483403467602,3,5,3,4,3.57649995898905
"19808","2","1056",NA,10,5,7,9,0,0,6,10,"5","6","7","0","10","9",7,6,7,6,8,7,7.19853544947474,6,7,6,6,6.06078251217926,7,3,10,7,7.39109259708757
"19829","2","1056",1056913,8,7,3,0,10,2,2,8,"7","2","3","10","8","0",6,7,7,7,4,5,5.22715711922072,5,5,5,6,5.65638262244762,5,10,5,5,5.06003250170549
"19837","2","1056",1056112,5,NA,1,1,3,NA,5,NA,NA,"5","1","3",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19839","2","1056",1056913,7,7,6,0,10,0,7,10,"7","7","6","10","10","0",8,8,8,9,9,8,7.83931630084573,7,7,7,7,6.77553051797052,5,10,10,7,7.30708287990738
"19863","2","1056",1056427,8,3,7,5,7,3,4,7,"3","4","7","7","7","5",6,6,6,7,6,6,5.62063758945599,5,5,4,5,4.83532958636174,6,7,7,6,6.15157242815697
"19869","2","1056",1056711,10,10,10,10,10,5,10,5,"10","10","10","10","5","10",10,9,10,10,10,8,8.40128032623471,10,10,10,9,9.29416072412931,9,8,10,9,8.72481721039849
"19871","2","1056",NA,5,5,0,0,5,10,0,0,"5","0","0","5","0","0",3,3,2,2,4,3,3.05425869630135,3,3,2,3,2.92547236506552,2,2,0,2,1.51157303372224
"19878","2","1056",1056521,7,5,6,5,8,4,5,6,"5","5","6","8","6","5",6,6,7,7,7,7,6.76064730630844,6,6,6,6,6.03946844743758,6,8,6,6,6.27341625326824
"19879","2","1056",1056522,7,7,5,9,4,7,3,3,"7","3","5","4","3","9",6,5,6,5,5,6,5.77852478595079,6,7,7,6,6.15461740822064,6,3,9,6,5.56126894580338
"19943","2","1056",1056327,NA,7,5,7,6,5,4,5,"7","4","5","6","5","7",6,6,7,6,6,6,6.1073986489298,6,7,7,7,6.5450768202149,6,5,6,7,6.53336327485696
"19971","2","1056",1056322,4,2,2,10,7,1,8,9,"2","8","2","7","9","10",6,5,6,5,3,5,5.0286138624133,3,3,3,4,4.23372244279596,9,8,9,8,8.02465290594702
"20003","2","1056",1056335,7,NA,0,NA,5,5,5,5,NA,"5","0","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"20010","2","1056",1056711,10,8,6,6,4,0,8,10,"8","8","6","4","10","6",8,7,8,8,7,7,7.25525058684375,7,8,8,7,7.26838886432905,6,7,7,7,7.09054685328209
"20024","2","1056",NA,NA,NA,NA,10,10,NA,10,NA,NA,"10",NA,"10",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20028","2","1056",1056913,8,5,0,0,10,0,10,10,"5","10","0","10","10","0",6,7,5,7,10,7,6.94749715394783,4,4,5,4,3.78889312122625,5,10,10,7,7.30708287990738
"20049","2","1056",1056711,9,3,7,0,8,0,7,10,"3","7","7","8","10","0",6,7,7,7,9,7,7.06902202977093,5,5,5,5,5.15025345566467,5,9,9,7,6.63044232032049
"20056","2","1056",NA,7,10,10,6,6,0,10,10,"10","10","10","6","10","6",9,10,10,10,8,8,8.079085051342,10,10,10,9,9.29416072412931,7,8,6,7,6.66734918018282
"20060","2","1056",1056322,0,NA,3,5,4,5,1,5,NA,"1","3","4","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,5.22462258100443
"20089","2","1056",1056711,8,3,3,5,4,4,6,6,"3","6","3","4","6","5",5,4,4,4,4,4,4.43354472359346,4,4,3,4,3.66314834211279,5,5,6,5,5.41816328507433
"20111","2","1056",NA,7,8,5,0,8,3,6,7,"8","6","5","8","7","0",7,7,7,7,7,7,6.63960762926117,7,7,7,7,6.6758059087148,4,8,5,4,4.37553780322327
"20124","2","1056",NA,10,NA,2,10,10,10,2,0,NA,"2","2","10","0","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,10,6,6.4633745532265
"20133","2","1056",1056521,5,3,8,10,5,8,7,2,"3","7","8","5","2","10",6,5,6,5,6,6,5.67474245733906,6,6,3,5,4.61173816482801,7,3,1,4,4.3755661842774
"20146","2","1056",1056322,NA,5,5,0,NA,NA,10,NA,"5","10","5",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,6,6,5,6,5.99387572251446,NA,NA,NA,NA,NA
"20156","2","1056",1056913,8,NA,1,1,9,1,5,9,NA,"5","1","9","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,7,7,6.54562351302861
"20168","2","1056",1056112,6,3,0,0,0,4,5,6,"3","5","0","0","6","0",3,3,2,2,4,3,3.18443384656183,3,2,3,3,2.99171543271083,2,2,0,2,1.51837381222218
"20172","2","1056",NA,5,5,5,0,0,5,5,5,"5","5","5","0","5","0",4,4,4,4,5,5,4.78570302463267,5,5,5,6,5.67037365764015,1,1,0,1,1.27070338056882
"20196","2","1056",1056111,6,4,0,10,4,0,1,10,"4","1","0","4","10","10",5,5,5,4,10,6,5.50384201974189,3,2,2,3,2.67515974523756,8,7,10,9,8.50950460592908
"20211","2","1056",1056913,9,6,3,4,6,7,6,3,"6","6","3","6","3","4",5,5,5,5,5,5,5.34528006974332,5,5,4,5,5.4292929706259,4,5,4,5,4.52120407328523
"20213","2","1056",1056111,5,5,1,1,6,5,3,5,"5","3","1","6","5","1",4,5,4,4,5,4,4.16171006445548,4,3,4,4,3.59411693959838,3,5,3,4,3.52986450503025
"20243","2","1056",1056913,8,5,2,5,8,4,2,6,"5","2","2","8","6","5",5,5,5,5,4,5,4.89685858898325,4,4,3,4,3.85763485893904,6,8,6,6,6.27341625326824
"20251","2","1056",1056913,8,3,2,1,10,2,7,8,"3","7","2","10","8","1",5,6,5,6,3,5,4.50936067299827,4,3,3,4,3.55783342158382,5,10,5,6,5.90454224473467
"20252","2","1056",1056521,3,8,2,0,6,4,4,6,"8","4","2","6","6","0",5,6,5,6,4,5,4.71998481293161,5,5,5,5,4.75515154768535,3,5,4,3,3.44809905790654
"20253","2","1056",1056913,9,5,0,5,10,2,6,8,"5","6","0","10","8","5",6,6,5,6,7,5,5.34334048945623,4,3,5,4,4.25904573575806,7,10,7,7,7.03242512926592
"20272","2","1056",1056913,6,10,10,0,10,0,8,10,"10","8","10","10","10","0",9,10,10,10,10,9,8.7792461539703,10,10,9,8,8.39404109917889,5,10,10,7,7.30708287990738
"20279","2","1056",1056711,5,6,6,7,6,8,8,2,"6","8","6","6","2","7",6,6,6,5,6,6,6.14088338880915,6,7,7,7,6.50106939746795,6,3,8,7,6.59840407039045
"20356","2","1056",1056522,6,5,2,8,8,2,5,8,"5","5","2","8","8","8",6,6,6,6,8,6,5.76868005533648,4,4,5,5,4.65952508845224,8,8,8,8,7.86956383637852
"20375","2","1056",1056112,0,2,0,0,10,4,0,6,"2","0","0","10","6","0",4,4,3,4,3,3,3.15459689981229,2,2,2,2,2.14485059544068,4,9,3,4,4.1067362096255
"20379","2","1056",1056711,NA,10,1,1,5,1,4,9,"10","4","1","5","9","1",6,7,6,7,3,5,4.74604297460261,6,6,3,3,3.10087815839552,4,7,5,4,4.07604179889988
"20382","2","1056",1056913,8,4,5,2,5,10,5,0,"4","5","5","5","0","2",4,4,4,4,6,5,4.6120441921275,5,5,5,5,5.23428550396079,3,2,2,3,2.503703742038
"20402","2","1056",1056322,0,8,1,0,5,10,1,0,"8","1","1","5","0","0",4,4,3,4,2,3,3.42585161005942,5,5,7,4,4.32215394540672,2,2,0,2,1.51157303372224
"20407","2","1056",1056913,6,4,3,1,3,3,2,7,"4","2","3","3","7","1",4,4,4,4,5,4,4.1025037392024,4,4,4,4,3.94937960961064,3,5,4,3,2.935337205853
"20434","2","1056",1056521,5,3,5,0,3,3,5,7,"3","5","5","3","7","0",4,5,4,5,5,5,4.91079113921139,5,4,5,5,4.97207014808531,3,5,1,3,2.66052823453448
"20441","2","1056",1056913,8,5,0,0,10,5,10,5,"5","10","0","10","5","0",5,5,5,5,8,6,5.51069735594326,4,4,5,4,3.78889312122625,4,8,3,3,3.26633933696266
"20444","2","1056",1056521,7,6,9,0,2,NA,0,NA,"6","0","9","2",NA,"0",NA,NA,NA,NA,NA,NA,NA,7,7,5,6,5.77480802945991,NA,NA,NA,NA,NA
"20455","2","1056",NA,10,8,5,0,6,6,6,4,"8","6","5","6","4","0",6,6,6,7,7,6,6.06841916532547,7,7,7,7,6.6758059087148,3,5,4,3,3.13594175487975
"20497","2","1056",1056913,NA,0,5,0,10,5,5,5,"0","5","5","10","5","0",4,5,4,5,7,5,4.76950948617309,3,3,5,5,4.83298552668112,4,8,3,3,3.26633933696266
"20498","2","1056",NA,6,5,3,6,1,1,5,9,"5","5","3","1","9","6",5,5,5,5,5,5,5.41820105952616,5,5,5,5,4.89538037986492,5,4,8,6,6.21296883496696
"20522","2","1056",1056711,10,5,0,1,4,0,0,10,"5","0","0","4","10","1",4,5,4,5,3,4,4.14483636584537,3,3,2,3,2.92547236506552,4,7,1,4,3.77262472313628
"20546","2","1056",NA,5,5,0,2,3,5,5,5,"5","5","0","3","5","2",4,4,3,3,4,4,3.78859143573202,3,3,5,4,3.89295422198909,3,3,3,3,3.19025564672592
"20551","2","1056",1056913,9,7,5,0,8,0,5,10,"7","5","5","8","10","0",7,8,7,8,6,7,7.14255668662101,6,7,7,6,6.49312282960391,5,9,9,7,6.63044232032049
"20589","2","1056",NA,NA,NA,NA,NA,NA,0,7,10,NA,"7",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20593","2","1056",1056325,5,5,3,10,7,10,5,0,"5","5","3","7","0","10",5,4,5,4,4,5,5.12836174816269,5,5,5,5,4.89538037986492,7,3,1,4,4.07990428791414
"20614","2","1056",NA,9,5,7,10,5,0,3,10,"5","3","7","5","10","10",7,7,8,7,9,7,7.27218824298354,6,6,5,6,5.94138113430908,9,8,10,9,8.62617835583794
"20626","2","1056",1056327,2,1,1,0,0,8,1,2,"1","1","1","0","2","0",1,1,1,1,1,2,1.54640281606791,2,2,1,2,1.57598300570757,1,0,0,1,0.79613874131045
"20707","2","1056",1056111,5,3,1,0,3,7,3,3,"3","3","1","3","3","0",3,3,2,2,2,3,2.5361377829876,3,3,3,3,2.68311251799228,2,2,0,1,1.48486348134372
"20766","2","1056",1056327,2,2,2,0,1,7,2,3,"2","2","2","1","3","0",2,2,2,2,2,2,2.39416729500002,3,2,2,3,2.54038795026812,1,1,0,1,1.21888033075233
"20769","2","1056",1056327,2,NA,0,0,5,8,2,2,NA,"2","0","5","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,2,1.5755816797673
"20773","2","1056",1056711,5,5,2,10,5,7,4,3,"5","4","2","5","3","10",5,4,5,4,6,4,4.4049630508815,4,4,3,4,4.29401393025243,7,3,9,7,6.66467899131048
"20811","2","1056",NA,8,5,3,10,10,0,1,10,"5","1","3","10","10","10",7,7,7,7,10,8,8.38747030229507,4,4,5,4,4.23561599620826,10,10,10,10,9.53837434539673
"20873","2","1056",1056913,8,4,5,1,4,1,5,9,"4","5","5","4","9","1",5,6,5,6,5,5,5.42632682996887,5,5,5,5,5.23428550396079,4,6,1,3,3.39656663374394
"20893","2","1056",1056427,NA,7,7,8,5,1,1,9,"7","1","7","5","9","8",7,7,8,7,8,7,6.87271611681427,7,7,9,7,7.23506380561374,7,7,8,7,7.47377522567991
"20953","2","1056",1056112,2,NA,1,0,6,7,0,3,NA,"0","1","6","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,2,2.4631821419854
"20991","2","1056",1056913,6,5,5,0,10,0,0,10,"5","0","5","10","10","0",6,7,7,7,9,6,6.48218167120975,5,5,5,5,4.84815837168018,5,10,10,7,7.30708287990738
"21033","2","1056",1056913,8,2,4,2,7,5,2,5,"2","2","4","7","5","2",4,5,4,5,4,4,4.29126168674951,3,3,4,4,3.62393284593049,4,5,4,4,4.28066425888142
"21144","2","1056",1056335,8,1,1,1,0,7,9,3,"1","9","1","0","3","1",2,2,2,2,1,2,2.04851528661077,3,2,1,2,2.10974862828701,1,1,1,1,1.45177914366549
"21145","2","1056",1056913,5,NA,0,5,0,0,5,10,NA,"5","0","0","10","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,6.30787818215485
"21160","2","1056",NA,5,2,2,2,1,6,1,4,"2","1","2","1","4","2",3,3,2,2,3,2,2.49840131458679,3,2,2,3,2.62779729969285,2,2,2,3,2.69102960936616
"21178","2","1056",1056913,7,5,7,5,5,2,5,8,"5","5","7","5","8","5",7,7,7,7,7,6,5.85490575102059,6,7,5,6,5.78776878079718,6,6,6,6,5.66509536238019
"21184","2","1056",1056322,2,6,2,8,2,3,3,7,"6","3","2","2","7","8",5,5,5,4,4,5,5.02696786161774,4,4,5,5,4.7823181518871,6,3,8,7,7.25968523612391
"21210","2","1056",1056421,5,5,7,5,5,7,3,3,"5","3","7","5","3","5",5,5,5,5,6,5,5.3091326436445,6,6,5,6,5.94138113430908,5,3,3,5,4.94788082933905
"21215","2","1056",1056913,5,NA,NA,2,NA,6,2,4,NA,"2",NA,NA,"4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21303","2","1056",1056421,NA,2,6,1,10,NA,7,NA,"2","7","6","10",NA,"1",NA,NA,NA,NA,NA,NA,NA,5,5,6,5,4.54906864041947,NA,NA,NA,NA,NA
"21320","2","1056",1056421,8,7,NA,0,0,5,10,5,"7","10",NA,"0","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1.27070338056882
"21382","2","1056",NA,5,7,5,3,6,3,7,7,"7","7","5","6","7","3",6,7,7,7,7,7,6.68188381729778,6,7,7,6,6.46821425006375,5,6,4,5,4.60842183989579
"21383","2","1056",1056111,NA,NA,5,7,10,0,0,10,NA,"0","5","10","10","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,10,9,8.89276010941685
"21388","2","1056",1056521,4,5,5,4,6,5,5,5,"5","5","5","6","5","4",6,6,5,5,5,5,5.39587781955366,5,5,5,6,5.67037365764015,5,5,5,5,4.74222425717534
"21394","2","1056",1056913,10,8,6,1,0,8,5,2,"8","5","6","0","2","1",5,5,5,5,6,6,5.85886185026765,7,7,8,7,7.09782787138485,1,0,1,1,1.26475036371236
"21404","2","1056",NA,5,10,7,5,8,1,5,9,"10","5","7","8","9","5",9,9,9,9,8,8,7.5481428857898,8,8,7,8,7.77820147357249,7,9,6,7,7.04317208713915
"21424","2","1056",1056112,4,0,0,0,5,10,3,0,"0","3","0","5","0","0",1,2,1,2,1,2,1.50135655510089,1,1,1,1,1.26631240958806,2,2,0,2,1.51157303372224
"21440","2","1056",1056111,6,3,5,5,4,3,4,7,"3","4","5","4","7","5",5,5,5,5,4,5,4.89373738405548,4,4,4,5,4.72779457946215,5,5,6,6,5.61081864708133
"21443","2","1056",1056711,10,5,5,4,7,0,3,10,"5","3","5","7","10","4",7,7,7,7,5,7,6.56846325831922,5,5,5,5,5.23817279625127,6,9,7,7,6.95151253493929
"21449","2","1056",1056711,5,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"21452","2","1056",1056913,5,5,0,0,6,5,5,5,"5","5","0","6","5","0",4,4,4,4,4,4,4.14455226582468,3,3,5,4,3.89295422198909,3,5,4,3,3.30359302700941
"21454","2","1056",1056913,10,8,10,0,8,0,7,10,"8","7","10","8","10","0",8,9,9,10,9,8,8.12284601447052,9,9,8,8,8.26748889591229,5,9,9,7,6.63044232032049
"21460","2","1056",1056112,7,5,3,5,3,2,3,8,"5","3","3","3","8","5",5,5,5,5,5,5,4.76057699883437,4,4,5,5,4.57483403467602,5,5,5,5,5.39676049390704
"21464","2","1056",1056521,5,5,6,0,8,8,7,2,"5","7","6","8","2","0",5,6,5,6,7,6,6.25502793196667,6,6,6,6,5.9380636901735,3,5,0,2,2.15139334857975
"21469","2","1056",1056322,5,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"21485","2","1056",1056111,2,5,6,0,2,2,0,8,"5","0","6","2","8","0",5,5,5,5,5,5,5.12332970852385,5,5,5,5,5.35197002318481,3,5,0,2,2.25747691686878
"21487","2","1056",1056711,7,6,10,0,0,10,5,0,"6","5","10","0","0","0",5,5,5,5,5,5,5.35426776475807,8,8,7,7,7.33385456503021,0,0,0,1,0.701834812350845
"21526","2","1056",NA,6,7,7,0,5,0,7,10,"7","7","7","5","10","0",7,8,7,8,7,7,7.08895075503554,7,7,7,7,7.25009927717486,4,8,5,4,4.16343287820749
"21527","2","1056",1056111,4,7,5,0,7,4,0,6,"7","0","5","7","6","0",6,6,6,7,7,6,5.63995260237041,6,6,5,5,5.25288455236068,3,6,5,4,3.97892573676911
"21530","2","1056",1056427,8,5,6,7,4,5,3,5,"5","3","6","4","5","7",6,5,6,5,5,6,5.73082324233951,6,5,6,6,5.72890645021177,6,3,6,6,6.15518143525321
"21547","2","1056",NA,0,5,0,0,10,6,5,4,"5","5","0","10","4","0",4,5,4,5,4,5,4.72241120159998,3,3,5,4,3.89295422198909,4,8,1,3,2.87917651544741
"21566","2","1056",1056522,6,5,6,0,4,5,5,5,"5","5","6","4","5","0",5,5,5,5,5,5,5.34330007261514,6,6,6,6,6.03946844743758,2,3,4,3,2.66029089992052
"21569","2","1056",NA,2,6,8,5,0,9,0,1,"6","0","8","0","1","5",5,4,5,4,6,5,5.27795295143113,6,7,5,6,5.96791892143251,3,0,0,3,3.06068751903742
"21575","2","1056",1056322,3,7,2,0,3,8,3,2,"7","3","2","3","2","0",4,4,4,4,4,4,3.64679864402552,5,5,7,5,5.02773636322175,2,2,0,1,1.47223318154106
"21589","2","1056",1056421,5,4,8,1,2,5,7,5,"4","7","8","2","5","1",5,5,5,5,5,5,4.63500250861807,6,7,5,6,5.68247629896735,2,2,1,2,2.28602557261396
"21590","2","1056",1056913,3,NA,5,5,5,5,5,5,NA,"5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5.09518933055154
"21591","2","1056",1056522,7,1,3,10,10,2,2,8,"1","2","3","10","8","10",6,5,6,5,10,6,5.51463351815852,3,2,3,3,2.73884962312363,9,10,10,9,9.09149603609963
"21593","2","1056",NA,5,5,10,10,8,3,1,7,"5","1","10","8","7","10",8,7,8,8,8,7,7.4000801066015,7,7,5,6,5.86843470350621,9,8,10,8,8.18476203821587
"21595","2","1056",1056711,8,5,10,10,10,0,10,10,"5","10","10","10","10","10",9,9,10,10,10,9,8.98786203732129,8,8,9,8,8.15109360511096,10,10,10,10,9.53837434539673
"21616","2","1056",1056521,4,4,2,2,5,2,5,8,"4","5","2","5","8","2",5,5,5,5,3,4,4.01728577867,4,4,4,4,4.08575905440946,4,6,2,4,4.03566435066189
"21624","2","1056",1056711,8,7,5,0,10,5,5,5,"7","5","5","10","5","0",6,7,7,7,7,7,6.53633720041622,6,7,7,6,6.49312282960391,4,8,3,3,3.26633933696266
"21625","2","1056",1056335,5,7,2,5,5,0,2,10,"7","2","2","5","10","5",6,6,6,6,6,5,5.42699254836972,5,5,3,5,4.63537569681277,6,8,5,7,7.02117271125996
"21626","2","1056",1056711,8,5,0,5,10,0,10,10,"5","10","0","10","10","5",6,7,6,7,10,7,7.39097194293589,4,4,5,4,3.78889312122625,8,10,10,8,8.3598806050146
"21634","2","1056",1056421,8,5,1,5,5,5,4,5,"5","4","1","5","5","5",5,4,4,4,5,4,4.30368652025254,4,4,2,4,3.6431278314676,5,5,5,5,5.09518933055154
"21648","2","1056",1056711,9,7,2,4,10,0,10,10,"7","10","2","10","10","4",7,8,7,8,10,8,7.90543572201069,6,5,5,6,5.90131008215342,7,10,10,7,7.48273655424192
"21650","2","1056",1056913,6,9,10,0,7,5,10,5,"9","10","10","7","5","0",8,8,8,8,6,7,7.13804404669155,9,9,10,9,8.94128226576682,3,5,5,4,3.55850957421654
"21663","2","1056",1056335,6,3,10,7,9,10,7,0,"3","7","10","9","0","7",6,6,7,6,8,6,6.45159813631154,7,7,3,6,6.20390786109408,6,5,8,7,6.60769996032676
"21665","2","1056",1056322,2,3,4,2,0,10,0,0,"3","0","4","0","0","2",2,2,2,2,4,3,3.34636415652984,4,4,3,4,3.64268564135498,1,0,0,2,1.77970928471283
"21674","2","1056",1056913,7,4,10,0,10,NA,4,NA,"4","4","10","10",NA,"0",NA,NA,NA,NA,NA,NA,NA,7,7,3,5,5.39927778208901,NA,NA,NA,NA,NA
"21676","2","1056",1056111,5,0,0,0,3,0,2,10,"0","2","0","3","10","0",3,3,2,3,1,3,2.94874959353977,1,1,1,1,1.15112743244846,3,5,1,3,2.84536506942249
"21702","2","1056",NA,NA,5,3,0,3,2,3,8,"5","3","3","3","8","0",5,5,5,5,5,5,4.57307809910072,4,4,5,5,4.57483403467602,3,5,1,3,2.65461307006881
"21710","2","1056",NA,8,8,10,0,9,0,4,10,"8","4","10","9","10","0",8,9,9,10,9,8,8.00266849572181,8,8,8,8,8.21432489942337,5,10,10,8,7.59201666707558
"21754","2","1056",NA,5,NA,3,0,5,4,4,6,NA,"4","3","5","6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,3,2.85293233745757
"21759","2","1056",1056913,8,10,10,8,6,2,6,8,"10","6","10","6","8","8",9,9,10,9,9,8,7.85648076578269,9,9,9,9,8.84254650171943,7,7,8,8,7.54919955459204
"21761","2","1056",1056521,5,5,6,0,6,5,3,5,"5","3","6","6","5","0",5,6,5,6,6,6,5.70211554643087,6,5,6,6,5.72890645021177,3,5,4,3,3.30359302700941
"21772","2","1056",1056335,5,2,0,NA,10,0,NA,10,"2",NA,"0","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"21796","2","1056",1056421,4,5,4,0,2,4,6,6,"5","6","4","2","6","0",4,5,4,5,5,5,4.59759098743868,5,5,5,5,5.03896446964213,2,3,0,2,1.5047473578179
"21813","2","1056",1056421,8,10,10,5,10,10,10,0,"10","10","10","10","0","5",8,8,8,8,10,8,8.11767747729759,10,10,10,9,9.29416072412931,5,5,10,6,5.90624497735294
"21823","2","1056",NA,5,5,2,4,5,1,4,9,"5","4","2","5","9","4",5,6,5,5,5,5,4.5618500292184,4,4,3,4,4.29401393025243,6,7,5,5,5.43927024484075
"21825","2","1056",1056322,0,5,3,4,7,7,5,3,"5","5","3","7","3","4",5,5,5,5,4,5,4.99331104946215,5,5,5,5,4.89538037986492,5,5,5,5,4.69906775455343
"21828","2","1056",1056751,10,5,1,9,4,0,4,10,"5","4","1","4","10","9",6,5,6,5,5,6,5.83313946664821,4,4,2,4,3.6431278314676,8,7,10,8,8.01867180273405
"21835","2","1056",1056322,5,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"21837","2","1056",1056111,4,2,1,0,2,2,0,8,"2","0","1","2","8","0",3,3,3,3,2,3,2.64587493574166,2,2,2,2,2.28362337981025,3,5,0,2,2.25747691686878
"21845","2","1056",1056325,0,4,0,0,2,9,4,1,"4","4","0","2","1","0",2,2,2,2,2,2,2.47616298873793,3,3,3,3,3.14706005818298,1,1,0,1,0.999391081483876
"21852","2","1056",1056327,5,6,6,0,5,5,5,5,"6","5","6","5","5","0",5,6,5,6,5,6,5.66720482392909,6,7,6,6,6.40551171074612,3,5,2,3,2.6885224744579
"21869","2","1056",1056421,7,5,NA,0,5,NA,3,NA,"5","3",NA,"5",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21874","2","1056",1056521,6,5,2,0,7,0,8,10,"5","8","2","7","10","0",6,6,5,7,5,6,5.74336972787905,5,4,5,5,5.23459196668725,4,9,9,7,6.63386530545613
"21884","2","1056",1056427,7,2,3,0,4,2,5,8,"2","5","3","4","8","0",4,5,4,4,4,4,3.923654865932,3,3,3,4,3.56550404244533,3,5,1,3,3.15142565885828
"21894","2","1056",1056322,3,5,1,1,5,5,3,5,"5","3","1","5","5","1",4,4,4,4,4,4,3.83050675500979,4,3,4,4,3.59411693959838,3,5,2,3,3.02062940392488
"21899","2","1056",1056335,0,0,0,0,0,0,0,10,"0","0","0","0","10","0",2,3,2,2,0,2,2.29244439127309,1,1,0,1,1.25384706979733,3,3,0,2,2.26033155613895
"21903","2","1056",1056913,8,5,10,5,10,5,7,5,"5","7","10","10","5","5",7,8,8,8,8,7,7.12681723865827,7,8,5,7,7.31799305772431,6,8,7,6,6.484474641171
"21936","2","1056",1056335,5,10,0,4,10,0,6,10,"10","6","0","10","10","4",7,8,7,8,9,7,6.84428825257595,6,6,1,4,4.28217377058509,7,10,10,7,7.48273655424192
"21947","2","1056",1056335,2,0,5,0,3,6,5,4,"0","5","5","3","4","0",3,3,3,3,5,4,3.67290307910235,3,3,5,5,4.83298552668112,2,2,0,2,2.07169285658334
"21958","2","1056",1056711,10,NA,3,1,10,10,4,0,NA,"4","3","10","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,2.59248108350377
"21967","2","1056",1056335,5,3,0,10,0,NA,5,NA,"3","5","0","0",NA,"10",NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2.99171543271083,NA,NA,NA,NA,NA
"21969","2","1056",1056112,2,6,4,5,6,6,6,4,"6","6","4","6","4","5",6,5,5,5,5,6,5.58813046967026,6,5,5,6,5.86160450013977,5,5,4,5,5.49271181706774
"21970","2","1056",1056112,4,3,3,0,6,7,2,3,"3","2","3","6","3","0",4,4,3,4,3,4,3.59227131924772,3,3,4,4,3.80110799813201,3,5,0,2,2.4631821419854
"21971","2","1056",1056427,7,0,7,NA,0,3,0,7,"0","0","7","0","7",NA,NA,4,NA,4,NA,NA,NA,4,3,2,3,3.03827088180638,NA,2,NA,NA,NA
"21985","2","1056",1056111,6,8,7,7,8,7,7,3,"8","7","7","8","3","7",7,7,7,7,7,7,7.17714910061303,8,8,8,7,7.49427745846043,6,5,8,6,6.36888822692706
"22011","2","1056",1056335,3,8,0,0,5,3,2,7,"8","2","0","5","7","0",5,5,5,5,3,4,4.2366477745159,4,4,7,4,4.13511820169983,3,5,2,3,3.30368298448277
"22028","2","1056",1056322,5,5,3,5,5,3,3,7,"5","3","3","5","7","5",5,5,5,5,4,5,4.81561668487903,4,4,5,5,4.57483403467602,6,5,5,5,5.40645122862753
